imdb_id,popularity,movie_budget,movie_revenue,movie_name,cast,movie_director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
tt1657507,1.205338,40000000,60965854,Colombiana,Zoe Saldana|Cliff Curtis|Callum Blue|Michael Vartan|Lennie James,Olivier Megaton,Revenge is beautiful.,street gang|uncle|female assassin|witness to murder,"Zoe Saldana plays a young woman who, after witnessing her parentsâ€™ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",108,Action|Thriller|Crime|Drama,TF1 Films Production|Canal+|CinÃ©CinÃ©ma|Grive Productions|EuropaCorp,2011-07-27,554,6.5,2011
tt1217613,1.19533,70000000,202466756,Battle: Los Angeles,Aaron Eckhart|RamÃ³n RodrÃ­guez|Will Rothhaar|Cory Hardrict|Jim Parrack,Jonathan Liebesman,It's not war. It's survival.,saving the world|hero|marine corps|chaos|retirement,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",116,Action|Science Fiction,Columbia Pictures|Original Film|Relativity Media,2011-03-08,1041,5.5,2011
tt1622979,1.176723,47000000,157887643,Final Destination 5,Emma Bell|Nicholas D'Agosto|Miles Fisher|Ellen Wroe|Jacqueline MacInnes Wood,Steven Quale,We all share a common destination.,premonition|death by accident|crash|end is here|duringcreditsstinger,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one manâ€™s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Deathâ€™s sinister agenda.",92,Horror|Mystery,New Line Cinema|Practical Pictures|Parallel Zide,2011-08-12,493,5.9,2011
tt1586752,1.128994,30000000,2527904,Machine Gun Preacher,Gerard Butler|Michelle Monaghan|Justin Michael Brandt|Richard Goteri|Peter Carey,Marc Forster,Hope is the greatest weapon of all,underage soldier|duringcreditsstinger,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",129,Action|Thriller|Crime,Mpower Pictures|Relativity Media|1984 Private Defense Contractors|Virgin Produced|Moonlighting Films,2011-09-23,166,6.4,2011
tt0810913,1.123666,79000000,149673788,Jack and Jill,Adam Sandler|Katie Holmes|Al Pacino|Eugenio Derbez|Tim Meadows,Dennis Dugan,His twin sister is coming for the holidays... ...and it ain't pretty.,duringcreditsstinger,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",91,Comedy,Columbia Pictures|Happy Madison Productions|Broken Road Productions,2011-11-11,371,4.2,2011
tt0770703,1.120851,20000000,30426096,What's Your Number?,Chris Evans|Anna Faris|Martin Freeman|Chris Pratt|Ari Graynor,Mark Mylod,Ally's looking for the best ex of her life.,based on novel|loser|magazine|womanizer|mission,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",106,Comedy|Romance,Regency Enterprises|Contrafilm|New Regency Pictures,2011-09-30,390,6.2,2011
tt0479997,1.11981,40000000,88100000,Season of the Witch,Nicolas Cage|Ron Perlman|Ulrich Thomsen|Christopher Lee|Fernanda Dorogi,Dominic Sena,Not all souls can be saved.,inquisition|monk|ambush|witch|hero,"A 14th century Crusader (Cage) returns with his comrade (Perlman) to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch (Foy) to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",95,Adventure|Fantasy|Action,Atlas Entertainment|Relativity Media,2011-01-07,453,5.2,2011
tt1655420,1.116674,6400000,35057696,My Week with Marilyn,Michelle Williams|Eddie Redmayne|Kenneth Branagh|Julia Ormond|Judi Dench,Simon Curtis,Sometimes You Just Need to Get Away,based on novel|biography|historical figure|marilyn monroe,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",99,Drama,BBC Films|The Weinstein Company|UK Film Council|Lip Sync Post|Trademark Films,2011-10-17,212,6.7,2011
tt1389137,1.111078,50000000,120081841,We Bought a Zoo,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones,Cameron Crowe,A True Zoo Story,zoo,"Benjamin has lost his wife. In a bid to start his life over, he purchases a large house that has a zoo. This is welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper, Kelly, and the rest of the zoo staff. But, the zoo soon runs into financial trouble. The staff must get the zoo back to its former glory, pass a zoo inspection, and get it back open to the public.",124,Drama|Comedy|Family,Twentieth Century Fox Film Corporation|Dune Entertainment|Vinyl Films|LBI Entertainment,2011-12-22,589,6.4,2011
tt1093357,1.107689,30000000,64626786,The Darkest Hour,Emile Hirsch|Rachael Taylor|Olivia Thirlby|Joel Kinnaman|Max Minghella,Chris Gorak,Survive The Holidays,alien invasion|american abroad|moscow|unlikely heroes|failed business,The story tells of a group of young people who fight to survive in Russia after an alien invasion.,89,Horror|Action|Thriller|Science Fiction,Summit Entertainment|Regency Enterprises|Bazelevs Production|The Jacobson Company|New Regency Pictures,2011-12-25,309,4.7,2011
tt1454029,1.105855,25000000,124272124,The Help,Emma Stone|Viola Davis|Octavia Spencer|Bryce Dallas Howard|Jessica Chastain,Tate Taylor,Change begins with a whisper.,mississippi|based on novel|exploitation|racial segregation|racism,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",146,Drama,DreamWorks SKG|1492 Pictures|Participant Productions|Imagenation Abu Dhabi FZ|Reliance Entertainment,2011-08-09,1056,7.6,2011
tt1601913,1.102011,25000000,77278331,The Grey,Liam Neeson|Dermot Mulroney|Frank Grillo|Dallas Roberts|Joe Anderson,Joe Carnahan,Live or Die on This Day,alcohol|isolation|wolf|wilderness|stranded,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,117,Action|Drama|Thriller,Scott Free Productions|1984 Private Defense Contractors|LD Entertainment|Open Road Films|Inferno Distribution,2011-12-11,955,6.3,2011
tt1210166,1.081676,50000000,110206216,Moneyball,Brad Pitt|Jonah Hill|Robin Wright|Philip Seymour Hoffman|Chris Pratt,Bennett Miller,What are you really worth?,underdog|based on novel|baseball|teamwork|partner,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",133,Drama,Columbia Pictures|Scott Rudin Productions,2011-09-22,899,6.9,2011
tt1242460,1.079441,7000000,6038942,We Need to Talk About Kevin,John C. Reilly|Tilda Swinton|Ezra Miller|Siobhan Fallon|Jasper Newell,Lynne Ramsay,,suburb|violence|killing spree|prison visit|guinea pig,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",112,Drama|Thriller,BBC Films,2011-09-28,345,7.3,2011
tt1265990,1.074793,16000000,40492759,The Roommate,Minka Kelly|Leighton Meester|Cam Gigandet|Aly Michalka|Matt Lanter,Christian E. Christiansen,"2,000 colleges. 8 million roommates. Which one will you get?",jealousy|roommate|obsession|campus|love,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.",91,Thriller|Drama|Horror,Vertigo Entertainment|Screen Gems,2011-02-04,133,5.5,2011
tt0448694,1.071695,130000000,554987477,Puss in Boots,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris,Chris Miller,Live for danger. Fight for justice. Pray for mercy.,adventure|fairy-tale figure,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",90,Action|Adventure|Animation|Family|Fantasy,DreamWorks,2011-10-28,48,6.9,2011
tt0990407,1.0583420000000001,120000000,227817248,The Green Hornet,Seth Rogen|Jay Chou|Christoph Waltz|Cameron Diaz|Edward Furlong,Michel Gondry,Breaking the Law to Protect It.,bomb|martial arts|assassin|vandalism|nightclub,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",119,Action|Crime|Comedy,Original Film|Sony Pictures Entertainment|Reliance BIG Entertainment,2011-01-12,854,5.4,2011
tt0491152,1.055533,35000000,59901913,Something Borrowed,Kate Hudson|Ginnifer Goodwin|John Krasinski|Colin Egglesfield|Ashley Williams,Luke Greenfield,It's a thin line between love and friendship.,new york|alcohol|based on novel|secret|cheating,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",112,Comedy|Drama|Romance,Alcon Entertainment|Wild Ocean Films|2S Films,2011-05-05,180,6.0,2011
tt0816462,1.0542559999999999,90000000,48795021,Conan the Barbarian,Jason Momoa|Rose McGowan|Rachel Nichols|Ron Perlman|Stephen Lang,Marcus Nispel,Enter an age undreamed of,sword|slavery|princess|remake|revenge,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",113,Adventure|Fantasy|Action,Dark Horse Entertainment|Nu Image Films|Paradox Entertainment|Nimar Studios|Millennium Films,2011-08-17,382,5.2,2011
tt1634122,1.0488950000000001,45000000,160078586,Johnny English Reborn,Rowan Atkinson|Dominic West|Gillian Anderson|Rosamund Pike|Roger Barclay,Oliver Parker,Laugh at the face of danger,buddhist monk|cooking|prime minister|kitchen|secret agent,"Johnny English Reborn is a 2011 British spy comedy film parodying the James Bond secret agent genre and film franchise reboots. The film is the sequel to Johnny English (2003), and stars Rowan Atkinson reprising his role as the title character and directed by Oliver Parker. The film has a slightly darker tone than the previous film but retains Atkinson's signature humor.",101,Crime|Adventure|Action|Comedy|Thriller,Universal Pictures,2011-09-15,689,6.0,2011
tt1598778,1.045866,60000000,135458097,Contagion,Matt Damon|Gwyneth Paltrow|Kate Winslet|Jude Law|Marion Cotillard,Steven Soderbergh,Nothing spreads like fear,saving the world|mutation|infection|terminal illness|quarantine,"Contagion follows the rapid progress of a lethal airborne virus that kills within days. As the fastâ€“moving epidemic grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. At the same time, ordinary people struggle to survive in a society coming apart.",106,Drama|Thriller|Science Fiction,Double Feature Films|Regency Enterprises|Warner Bros.|Participant Media|Imagenation Abu Dhabi FZ,2011-09-08,852,6.1,2011
tt1053810,1.038162,41000000,7448385,The Big Year,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons,David Frankel,Everyone is searching for something,helicopter|based on novel|honeymoon|airplane|birding,Three avid bird watchers compete to spot the rarest birds in North America at a prestigious annual event.,100,Comedy,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Deuce Three Productions|Sunswept Entertainment,2011-10-14,152,5.4,2011
tt1152398,1.029084,17000000,43165571,Beastly,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen|Lisa Gay Hamilton|Neil Patrick Harris,Daniel Barnz,Love is never ugly.,based on novel|love|beautiful woman|curse|teenager,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",86,Drama|Fantasy|Romance,CBS Films|Mel's Cite du Cinema|Storefront Films,2011-01-21,507,6.0,2011
tt1268799,1.024786,19000000,35387212,A Very Harold & Kumar Christmas,Neil Patrick Harris|John Cho|Elias Koteas|Danneel Ackles|Kal Penn,Todd Strauss-Schulson,Christmas comes prematurely.,holiday|beer|christmas tree|cannabis|sequel,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",108,Comedy,New Line Cinema|Mandate Pictures,2011-11-04,186,6.0,2011
tt0905372,1.013771,35000000,28128670,The Thing,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje,Matthijs van Heijningen Jr.,It's Not Human. Yet.,paranoia|research station|prequel|antarctica|blizzard,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",103,Horror|Science Fiction|Mystery|Thriller,Universal Pictures|Strike Entertainment|Morgan Creek Productions,2011-10-12,479,6.0,2011
tt0471042,1.013101,75000000,152930623,Tower Heist,Ben Stiller|Eddie Murphy|Casey Affleck|Alan Alda|Matthew Broderick,Brett Ratner,Ordinary guys. An extraordinary robbery.,skyscraper|thanksgiving|billionaire|parade|fbi agent,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million theyâ€™re sure is hidden in the penthouse.",104,Action|Comedy,Universal Pictures|Image Entertainment|Relativity Media|Rat Entertainment,2011-11-02,588,5.8,2011
tt1598822,1.011185,56000000,142044638,New Year's Eve,Robert De Niro|Katherine Heigl|Ashton Kutcher|Carla Gugino|Lea Michele,Garry Marshall,The one night anything is possible.,new year's eve|illustrator|caterer|pedicab|ticket,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,118,Comedy|Romance,New Line Cinema,2011-12-08,479,5.6,2011
tt1240982,1.004841,49900000,26121638,Your Highness,Danny McBride|James Franco|Natalie Portman|Zooey Deschanel|Justin Theroux,David Gordon Green,Get your quest on.,kidnapper|traitor|virgin|prince|princess,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",102,Adventure|Fantasy|Action|Comedy,Universal Pictures|Stuber Productions,2011-04-08,289,5.1,2011
tt1772240,0.9416040000000001,5000000,25562924,Apollo 18,Ryan Robbins|Warren Christie|Lloyd Owen|Andrew Airlie|Michael Kopsa,Gonzalo LÃ³pez-Gallego,There's a reason we've never gone back to the moon.,moon|nasa|infection|barbecue|moon landing,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",86,Horror|Thriller|Science Fiction,Bazelevs Production|Dimension Films|Bekmambetov Projects Ltd.,2011-07-20,205,4.9,2011
tt1438176,0.9348799999999999,17000000,24922237,Fright Night,Anton Yelchin|Colin Farrell|Toni Collette|Christopher Mintz-Plasse|David Tennant,Craig Gillespie,You can't run from evil when it lives next door.,sunrise|suspicion|remake|suburbia,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.",106,Horror|Comedy,Touchstone Pictures,2011-08-18,328,6.1,2011
tt1402488,0.9309200000000001,130000000,150406466,Happy Feet Two,Elijah Wood|Robin Williams|Pink|E.G. Daily|Johnny A. Sanchez,George Miller,Every step counts.,penguin|digit in title|aftercreditsstinger|3d,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",100,Music|Family|Animation|Comedy,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell,2011-11-17,232,5.8,2011
tt1262416,0.929466,40000000,97138686,Scream 4,David Arquette|Neve Campbell|Courteney Cox|Emma Roberts|Hayden Panettiere,Wes Craven,New Decade. New Rules.,sheriff|book|knife|horror|rescue,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",111,Horror|Mystery,Dimension Films,2011-04-11,499,6.0,2011
tt1305591,0.9216530000000001,150000000,38992758,Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,Simon Wells,Mom needs a little space.,boy|alien|rescue|martian|alien abduction,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",88,Adventure|Animation|Family,Walt Disney Animation Studios,2011-03-09,129,5.5,2011
tt1478964,0.9197299999999999,14350531,3964682,Attack the Block,Nick Frost|Jodie Whittaker|John Boyega|Luke Treadaway|Flaminia Cinque,Joe Cornish,Inner City vs. Outer Space,street gang|fireworks|chase|meteor|playground,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,88,Action|Comedy|Science Fiction,UK Film Council|Studio Canal|Film4,2011-05-12,427,6.4,2011
tt1650043,0.917718,21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon|Devon Bostick|Rachael Harris|Robert Capron|Steve Zahn,David Bowers,Welcome to the next grade,based on novel|character name in title|middle school,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",99,Family|Comedy,Fox 2000 Pictures|Color Force,2011-03-25,127,6.4,2011
tt0477302,0.9079520000000001,40000000,55247881,Extremely Loud & Incredibly Close,Thomas Horn|Tom Hanks|Sandra Bullock|Max von Sydow|John Goodman,Stephen Daldry,"This is not a story about September 11th, it's a story about every day after.",based on novel|key|scavenger hunt|death of father|young boy,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",129,Drama,Paramount Pictures|Scott Rudin Productions|Warner Bros.,2011-12-24,463,7.0,2011
tt1615918,0.904531,75000000,342695435,Alvin and the Chipmunks: Chipwrecked,Jason Lee|David Cross|Jenny Slate|Andy Buckley|Justin Long,Mike Mitchell,This holiday it's gonna get squeaky.,,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",87,Comedy|Fantasy|Family|Music|Animation,Fox 2000 Pictures,2011-12-14,308,5.5,2011
tt1321860,0.9033120000000001,21000000,970816,The Beaver,Jodie Foster|Mel Gibson|Jennifer Lawrence|Anton Yelchin|Zachary Booth,Jodie Foster,He's here to save Walter's life.,puppet|woman director,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",91,Drama,Summit Entertainment|Participant Media|Imagenation Abu Dhabi FZ|Anonymous Content,2011-02-11,144,6.0,2011
tt0999913,0.897265,25000000,10324441,Straw Dogs,James Marsden|Kate Bosworth|Alexander SkarsgÃ¥rd|Laz Alonso|Dominic Purcell,Rod Lurie,Everyone Has A Breaking Point,southern u.s.|rape|bar|barn|machismo,"L.A. screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",110,Thriller,Battleplan Productions,2011-09-16,75,5.3,2011
tt1412386,0.8958290000000001,10000000,136836156,The Best Exotic Marigold Hotel,Bill Nighy|Maggie Smith|Tom Wilkinson|Judi Dench|Dev Patel,John Madden,Share the journey. Share the laughter.,jaipur india|telemarketer|telemarketing|gay man|personal growth,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",124,Drama|Comedy,Participant Media|Imagenation Abu Dhabi FZ,2011-11-28,310,6.8,2011
tt0472181,0.8790030000000001,110000000,563749323,The Smurfs,Neil Patrick Harris|Jayma Mays|Anton Yelchin|Hank Azaria|Alan Cumming,Raja Gosnell,Smurf Happens.,moon|magic wand|based on comic book|good vs evil|smurf,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",103,Animation|Family|Adventure|Comedy|Fantasy,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company,2011-07-29,797,5.5,2011
tt0993842,0.8638040000000001,30000000,63782078,Hanna,Saoirse Ronan|Eric Bana|Vicky Krieps|Cate Blanchett|Tom Hollander,Joe Wright,Adapt or die.,assassin|self sacrifice|strip club|secret agent|training,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",111,Action|Thriller|Adventure,Focus Features|Neunte Babelsberg Film|Focus Features|Holleran Company|Sechzehnte Babelsberg Film,2011-04-07,804,6.5,2011
tt1640711,0.852907,12468389,29007412,A Few Best Men,Rebel Wilson|Xavier Samuel|Olivia Newton-John|Kris Marshall|Kevin Bishop,Stephan Elliott,,drug dealer|best friend|wedding|australian outback,A comedy about a groom and his three best men who travel to the Australian outback for a wedding.,97,Comedy,Parabolic Pictures|Stable Way Entertainment|Quickfire Films|Screen Australia|Screen NSW,2011-10-14,87,5.7,2011
tt1541160,0.8461879999999989,5000000,3142154,Flypaper,Patrick Dempsey|Ashley Judd|Tim Blake Nelson|Mekhi Phifer|Matt Ryan,Rob Minkoff,Two sets of bank robbers.  One very sticky heist.,shootout|dead woman|bank robbery,A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,87,Mystery|Comedy|Crime,Rising Star|The Safran Company|Foresight Unlimited|Shifting Gears Entertainment,2011-08-19,153,6.1,2011
tt1615147,0.846125,3500000,19504039,Margin Call,Kevin Spacey|Paul Bettany|Jeremy Irons|Zachary Quinto|Ashley Williams,J.C. Chandor,Be first. Be smarter. Or cheat.,capitalism|brokerage|wall street|downsizing|financial crisis,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,107,Thriller|Drama,Benaroya Pictures|Before the Door Pictures|Washington Square Films|Untitled Entertainment,2011-09-28,313,6.6,2011
tt0377981,0.827785,36000000,189712432,Gnomeo & Juliet,James McAvoy|Michael Caine|Maggie Smith|Julie Walters|Patrick Stewart,Kelly Asbury,A little adventure goes a lawn way.,shakespeare|garden|forbidden love|kiss|garden gnome,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",84,Animation|Family,Starz Animation|Touchstone Pictures,2011-01-13,335,5.7,2011
tt1297919,0.815155,15774948,741875,Blitz,Jason Statham|Paddy Considine|Aidan Gillen|Zawe Ashton|Luke Evans,Elliott Lester,It's cop-killer versus killer-cop.,based on novel|character name in title|police detective,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,97,Crime|Action|Thriller,Davis-Films|Current Entertainment|Lionsgate|Lipsync Productions|Blitz Films,2011-05-20,309,6.0,2011
tt1033575,0.8083359999999989,20000000,177243185,The Descendants,George Clooney|Shailene Woodley|Amara Miller|Nick Krause|Robert Forster,Alexander Payne,The South Pacific ain't that terrific.,hawaii|father-in-law|cheating wife|beach house|daughters,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",115,Comedy|Drama,Fox Searchlight Pictures|Dune Entertainment|Ad Hominem Enterprises,2011-09-09,590,6.6,2011
tt1411704,0.8067350000000001,63000000,183953723,Hop,Russell Brand|James Marsden|Kaley Cuoco|Hank Azaria|Elizabeth Perkins,Tim Hill,"Candy, chicks and rock 'n' roll.",coup d'etat|slacker|easter|easter bunny|aftercreditsstinger,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",95,Animation,Universal Pictures|Illumination Entertainment,2011-03-30,228,5.4,2011
tt0376136,0.806361,45000000,24000000,The Rum Diary,Johnny Depp|Amber Heard|Aaron Eckhart|Michael Rispoli|Giovanni Ribisi,Bruce Robinson,One part outrage. One part justice. Three parts rum. Mix well.,alcohol|puerto rico|tv debate|fire breathing|vomiting,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late â€˜50s version of Hemingwayâ€™s â€œThe Lost Generation,â€ Paul soon becomes entangled with a very attractive American woman, Chenaults and her fiancÃ©e Sanderson, a businessman involved in shady property development deals.Â  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",120,Drama|Comedy,FilmEngine|Infinitum Nihil|GK Films,2011-10-13,234,5.5,2011
